#number of obstacle
68
# obstacle 0
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
10.666668891906738 30.0 0.0
# obstacle 1
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
-1.9999990463256836 -20.333332061767578 0.0
# obstacle 2
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
16.999999046325684 -21.333335876464844 0.0
# obstacle 3
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
23.666666984558105 -68.33333015441895 0.0
# obstacle 4
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
36.999999046325684 12.666679382324219 0.0
# obstacle 5
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
0.33333396911621094 20.0 0.0
# obstacle 6
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
31.666666984558105 -31.333332061767578 0.0
# obstacle 7
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
3.6666669845581055 -73.66666889190674 0.0
# obstacle 8
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
62.00000286102295 -74.66666889190674 0.0
# obstacle 9
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
79.00000095367432 27.333335876464844 0.0
# obstacle 10
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
23.000000953674316 -12.666656494140625 0.0
# obstacle 11
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
-7.333336353302002 -6.3333282470703125 0.0
# obstacle 12
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
-8.666668176651001 33.333343505859375 0.0
# obstacle 13
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
3.33333158493042 -46.666656494140625 0.0
# obstacle 14
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
64.99999713897705 -9.33331298828125 0.0
# obstacle 15
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
39.66666507720947 -70.99999237060547 0.0
# obstacle 16
# number of convex part
1
# convex part #0
# number of vertices
4
# vertices
11.333333 89.666664
11.333333 88.333336
12.666667 88.333336
12.666667 89.666664
#configuration
